Event	ID	Name			Wwise Object Path	Notes
	700816955	Rustling			\Default Work Unit\Sync_Sounds\Rustling	
	2084169529	Forest_Ambience			\Default Work Unit\Ambience\Forest_Ambience	

Switch Group	ID	Name			Wwise Object Path	Notes
	1015245057	Ambience_DayNumber			\Default Work Unit\Ambience_DayNumber	

Switch	ID	Name	Switch Group			Notes
	2043358088	Day3	Ambience_DayNumber			
	2043358089	Day2	Ambience_DayNumber			
	2043358090	Day1	Ambience_DayNumber			
	2043358092	Day7	Ambience_DayNumber			
	2043358093	Day6	Ambience_DayNumber			
	2043358094	Day5	Ambience_DayNumber			
	2043358095	Day4	Ambience_DayNumber			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2154774526	DayNumber			\Default Work Unit\DayNumber	
	3729505769	TimeOfDay			\Default Work Unit\TimeOfDay	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	677362992	Clarinet_Dissonant_3	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Clarinet_Dissonant_3_E028BC34.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Clarinet_Creepy\Clarinet_Dissonant_3		156618
	686809282	Creak_04	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Creak_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Creak_Trees\Creak_04		193438
	687200383	Wind_1	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Wind_1_086B53FA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Wind\Wind_1		1448196
	706889211	Crow_1	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Crow_1_E9074D4D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Birds_Crows\Crow_1		56740
	714262434	Rustling_02	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Rustling_02_7A0A4720.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Rustling\Rustling_02		176842
	733490917	Creak_03	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Creak_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Creak_Trees\Creak_03		185752
	835680778	Creak_01	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Creak_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Creak_Trees\Creak_01		201018
	839058013	Creak_06	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Creak_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Creak_Trees\Creak_06		275432
	845326584	Whispering_2	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Whispering_2_16F6A24F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Whispering_Creepy\Whispering_2		167034
	847245654	Bird_Bright_Once	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Bird_Bright_ThreeTimes_F39EB838.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Birds_Songbirds\Bird_Bright_Once		51136
	867958545	Clarinet_Dissonant	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Clarinet_Dissonant_33FBAA2A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Clarinet_Creepy\Clarinet_Dissonant		379008
	961728151	Crow_2	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Crow_2_A1170B61.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Birds_Crows\Crow_2		45594
	972008196	Wind_4	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Wind_4_155958C4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Wind\Wind_4		743516
	1006568753	Rustling_01	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Rustling_01_C20DF289.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Rustling\Rustling_01		317702
	1030802019	Whispering_3	C:\Users\bells\Documents\GitHub\SevenMoons\Sound\SevenMoonsAudio\.cache\Windows\SFX\Whispering_3_744231D9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Forest_Sounds\Whispering_Creepy\Whispering_3		361246

